9.205799494745925404e-01,-3.881651501455124498e-01,-2.801536187081718129e-02,-3.279500475858020125e-02,-3.829457949886782564e-01,-9.186522842104949405e-01,4.269727814566572077e-02,8.722064694945218244e-02
7.458504366188051238e-01,-6.657257604147557295e-01,-1.155476919333641404e-02,-1.956592508985349407e-02,-6.633870501351789573e-01,-7.454341794476856409e-01,4.035513532938966169e-02,5.115631805210146127e-02
8.389132803231312829e-01,-5.420277267170763302e-01,-3.279777429340204747e-02,-3.680703151302767290e-02,-5.400304085892704276e-01,-8.401702663806001059e-01,2.136587062781547530e-02,4.499534266090917528e-02
-7.353168724777386922e-01,6.776694079204352850e-01,-7.196872159630517130e-03,4.634182715619769750e-03,6.768643160058622765e-01,7.346197496377816494e-01,-1.242598703874782558e-02,-4.510117521919207451e-02
8.153266806443538739e-01,-5.776280302511714870e-01,-2.201523277469505727e-02,3.322035555931857065e-02,-5.774164767093260542e-01,-8.145470360408019195e-01,4.221972451392913550e-02,3.634327123004608973e-02
7.894922676271732831e-01,-6.126723979763231132e-01,-3.641233203815609498e-02,2.938399290221342577e-03,-6.101984414613192964e-01,-7.896468109399404911e-01,5.838613518052074985e-02,2.658637299897556941e-02
-6.762558195677531581e-01,7.363255831727730794e-01,2.211211126424765874e-02,-3.708989277323168545e-03,7.346741001768385404e-01,6.745477951085665502e-01,-5.733757392963619026e-03,-7.215512919870947783e-02
9.540059779850236232e-01,-2.985618283906039117e-01,-4.698080206133999938e-03,-2.667126992242893277e-02,-2.971481614428150841e-01,-9.536545520760228989e-01,1.948979850134963110e-02,4.319853250067112738e-02
-6.479507550127179272e-01,7.613774588667520105e-01,-6.811656329943856225e-03,-2.043980298581913463e-02,-7.603962640581444221e-01,-6.452224535891696311e-01,5.128860692843795199e-02,5.343206705835550768e-02
7.300024771731241646e-01,-6.827145375746532796e-01,-3.123248899717422436e-02,-4.666383650215261483e-03,-6.807859870203472052e-01,-7.298700153724418938e-01,3.452085513251118565e-02,5.126900718643951499e-02
7.553299966392978959e-01,-6.546978292421404833e-01,-2.910520966607440044e-02,-4.851111224163849557e-04,-6.540969350457929155e-01,-7.556134123811067971e-01,2.151521633331135441e-02,2.725190011008486388e-02
6.747347555277034559e-01,-7.377479929164685313e-01,1.753487322032720383e-02,1.238696297885615721e-02,-7.379028813772011697e-01,-6.737710726770267389e-01,2.557682987139588832e-02,2.962608736574328869e-02
8.323115404938573603e-01,-5.539771398658286383e-01,-1.900193298720312743e-02,2.398876730491655753e-03,-5.527568420353273781e-01,-8.315058440728106959e-01,3.533198827992776320e-02,4.253886999065329549e-02
-5.861857719708032932e-02,9.978865072671814218e-01,-1.152118494937844247e-02,-2.556644908581316017e-02,-9.974992915209727196e-01,-5.778114028644134453e-02,3.795495625800223566e-02,1.469437095657374383e-02
9.948346335605565693e-01,7.315289765126338495e-02,-5.229603406877112587e-02,-4.709384518528005742e-02,-7.518911926171442661e-02,9.963963851356920642e-01,-1.218998852436507666e-03,-3.923460303063336374e-02
-8.463593377293283648e-01,5.308336645217721639e-01,4.168618922046971736e-02,-1.239974503909865335e-02,5.303916216204440648e-01,8.457865546569268700e-01,-1.799005569626136933e-02,-5.482872944403108934e-02
8.107458629726208565e-01,-5.818568559362085058e-01,-6.066170206235611123e-02,-2.130499414945801959e-02,5.814174874077437938e-01,8.130641703225829353e-01,-2.061391330131014804e-02,-2.134073223959170179e-02
7.914935789659616194e-01,-6.105577343257091449e-01,-2.587953378076823449e-02,9.349718819293788979e-03,-6.092921206374753984e-01,-7.912430717958844895e-01,4.320875941851258506e-02,2.881867751327908678e-02
6.569952050519779485e-01,-7.537240766139885473e-01,8.277023678627738745e-03,-1.374073324546669361e-02,7.513456661715164353e-01,6.548132520820453273e-01,-7.261206877774414870e-02,-3.777277181822989022e-02
9.950004116324568937e-01,-8.745200509289173529e-02,-3.572112245249169787e-02,-3.240878071153417694e-02,-8.612172438027500265e-02,-9.955837854867964909e-01,4.874272456440439938e-03,3.704343576895299112e-02
7.400217670296677097e-01,-6.720446100100029296e-01,-9.918972433157669313e-03,2.500880774170781765e-02,-6.721485807050667782e-01,-7.383949423747273588e-01,1.475453870730722601e-02,5.264501988908412006e-02
4.302784901756008529e-02,-9.980477753732230894e-01,8.975139710472548882e-03,4.436991265103358562e-02,9.984822506169265255e-01,4.245800487921536776e-02,-3.451605586375895707e-02,-6.257388612190570819e-03
-6.854351076789854114e-01,7.279227865800484976e-01,-1.261087371328075205e-02,-1.216946189536148061e-02,7.281119761656181799e-01,6.850835311407525996e-01,-1.959747123954736631e-02,-1.137737425467363374e-02
8.346773571240815315e-01,-5.504480141310865715e-01,3.694570042256641214e-03,-1.752265378600965234e-02,-5.484305158353173226e-01,-8.331394951089489131e-01,4.318743858184711376e-02,5.689812069790006754e-02
6.816734808093708464e-01,-7.314434851348904365e-01,-8.245087941002055693e-03,1.561128245234262406e-02,-7.303415235830272856e-01,-6.802244005738754540e-01,4.481569981969376476e-02,4.344625235858128043e-02
7.475936411191255182e-01,-6.637626692861477995e-01,-2.268864494560045644e-02,2.844646007574251709e-03,-6.625147368777856149e-01,-7.471279114364548501e-01,3.281023770747213547e-02,4.239806214838953008e-02
-5.793982879799328689e-01,8.143093445006830411e-01,2.644949463980201046e-02,-2.232352073688097585e-02,-8.134211398857412734e-01,-5.794429318472500423e-01,4.335570232956347664e-02,2.668746887126434778e-02
9.277097605984392370e-01,-3.729182210974781309e-01,-1.557652851488226624e-02,6.631155502921679684e-03,-3.713608016843384374e-01,-9.252641116638145036e-01,5.661868953229187706e-02,5.264791197173485093e-02
7.669387764470828595e-01,-6.414644875179563721e-01,-1.595733361520326396e-02,8.578341277309794663e-03,-6.415200181280409364e-01,-7.669909561181181834e-01,5.850641828032778803e-03,1.194611084048443662e-02
-4.188940766762964674e-01,9.079152863257508033e-01,1.160398286793628761e-02,-9.106753710506293106e-03,-9.076455079160153927e-01,-4.190824840609652102e-01,2.340114105403144629e-02,-1.374812910445725100e-03
8.796059704433377702e-01,4.684213428941232382e-01,-4.855750126759020291e-02,-6.720826848199715209e-02,-4.723893155941585875e-01,8.802666330605187772e-01,-4.072355132732575350e-02,-1.790479265646328227e-02
8.136373793774912544e-01,-5.789467579835162470e-01,-5.251311670867625514e-02,7.565637689273101325e-03,-5.783283720206507938e-01,-8.145309391035789881e-01,2.492678325943094644e-02,3.813527022747736223e-02
7.560021573501866099e-01,-6.542499768292512341e-01,-5.786725041441205010e-03,1.960152325924541250e-02,-6.539735785387341682e-01,-7.539697004603955754e-01,-4.334025551528979114e-02,4.438323571770045467e-02
-3.123838204919788253e-01,-9.472622099187444356e-01,3.562820355744872325e-02,6.197810473030666151e-02,-9.489405272808147940e-01,3.141919526486044445e-01,2.803437430824574916e-02,3.060462711999422433e-03
6.897605990672550647e-01,-7.237561559101682862e-01,-9.910409910037155240e-03,1.758199453795410150e-02,-7.215168542640075788e-01,-6.875677060104340432e-01,7.005588092494144381e-02,4.190766293114768504e-02
7.845630559434296769e-01,-6.196894487051263223e-01,-9.699048530596866835e-03,1.875438268364931077e-02,-6.198215561396611673e-01,-7.841030229419895248e-01,1.444379672100148428e-02,2.819689156848533343e-02
-9.579013074967257513e-01,2.868790260612203991e-01,3.183284170208204502e-03,1.074133158041734419e-02,2.858653396710930106e-01,9.566527931301722631e-01,-5.762595852048186910e-03,-5.534648552542576622e-02
9.968760500712052774e-01,-6.330156284316840187e-02,-2.687451392016568241e-02,-3.884344780781943951e-02,-5.999921367655738219e-02,-9.958489029919701530e-01,4.230970343493174052e-02,5.380470019554838695e-02
8.974907191640455473e-01,-4.406497507666181646e-01,-5.549613139621002375e-03,-1.753305329148540162e-02,-4.399885569202258151e-01,-8.973832198209582556e-01,-5.555683058478399702e-03,3.290229397444280335e-02
8.127892543827259786e-01,-5.821463407433991044e-01,-1.963774701311376408e-02,-9.675991488821878914e-03,-5.809302633725622611e-01,-8.127530210107812847e-01,3.945211286664292161e-02,1.990192769788726515e-02
-6.741280109053137126e-01,7.380353275696633908e-01,2.622313734372800839e-02,-1.294709387611015297e-02,7.360920042901314408e-01,6.731438626508822187e-01,-4.807748132739994573e-02,-5.229203748947698627e-02
-7.218608098561269948e-01,6.909746761774573365e-01,1.791355684391440772e-02,-3.391271968619255506e-02,6.915306090778375880e-01,7.194058038930050136e-01,-5.708788433042584660e-03,-6.486999127578710334e-02
8.446925380556077334e-01,-5.347400235427786086e-01,-2.338059379296357140e-02,9.854991287114739113e-04,-5.335538475437529016e-01,-8.423238287361533017e-01,-8.126146307894729567e-03,7.579462422037749891e-02
9.231454101346650010e-01,-3.830999909187031149e-01,-2.931796698744023114e-02,-1.331936624295372226e-02,-3.820488483986651529e-01,-9.228695006427640735e-01,7.749575557336224781e-03,4.785923421148863960e-02
-6.834436124718904493e-01,7.297857147777275788e-01,1.336236615254053628e-02,1.179348330812578574e-02,7.280824100449674319e-01,6.830105403948915077e-01,-1.344811448675006446e-02,-5.667233989647394582e-02
-6.343035358258709566e-01,7.730499842299922708e-01,7.154725110519320058e-03,-1.247489238247515312e-03,-7.723657748688752545e-01,-6.340698083227523929e-01,3.672844421639782919e-02,7.590083674956607171e-03
-8.399402170753531571e-01,5.417305678678984160e-01,8.523552769017301439e-03,-3.091557253434968136e-02,5.424357662821504000e-01,8.375483196603942249e-01,-1.178668700168218966e-02,-6.432204677612975152e-02
-6.528741318655792991e-01,7.574204392949384079e-01,8.208904567625728912e-03,-1.503317939918799801e-03,-7.552511423689315384e-01,-6.509897833422737534e-01,1.243369881287264243e-02,7.518920845596334390e-02
8.340942616457618364e-01,-5.506600174866184139e-01,-3.009923983911952719e-02,-1.242350966335413476e-02,-5.502507666034557321e-01,-8.343495316850881860e-01,2.453357516373753846e-03,3.284712873418144802e-02
-9.915571025502997182e-01,1.265624287662572567e-01,2.746709294051716613e-02,6.482500461853701532e-03,1.263747233520653157e-01,9.919013705030856887e-01,-5.684050257839753408e-03,-1.134865914792716583e-02
